age,sex,education,province,citizenship_status,agegroup
53.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
38.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
76.8,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,65 to 80
72.6,Female,Less than high school diploma or its equivalent,Manitoba,By birth,65 to 80
70,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
69.3,Female,Trade certificate or diploma,Saskatchewan,By birth,65 to 80
51.4,Male,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,50 to 65
37,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,35 to 50
36.2,Male,"University certificate, diploma or degree above the bach...",Quebec,By naturalization,35 to 50
79,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
27.5,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
80,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,65 to 80
24.5,Male,Less than high school diploma or its equivalent,Quebec,By birth,21 to 35
61.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,50 to 65
56,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,50 to 65
40,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,35 to 50
55.9,Female,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
59.8,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
38.9,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
61.3,Male,Trade certificate or diploma,Prince Edward Island,By birth,50 to 65
62.2,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,50 to 65
40.9,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,35 to 50
73.3,Male,Trade certificate or diploma,Newfoundland and Labrador,By birth,65 to 80
30.3,Female,Trade certificate or diploma,Manitoba,By birth,21 to 35
19.9,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,20 or less
62.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,50 to 65
28.7,Female,Less than high school diploma or its equivalent,Quebec,By birth,21 to 35
46.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
36.6,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
22.1,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
80,Male,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
47.8,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,35 to 50
63.6,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
56.3,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
37.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
23.3,Male,High school diploma or a high school equivalency certificate,Ontario,By naturalization,21 to 35
50.6,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,50 to 65
36.1,Female,Less than high school diploma or its equivalent,Quebec,By naturalization,35 to 50
56,Male,"University certificate, diploma or degree above the bach...",Alberta,By birth,50 to 65
60.5,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
69,Male,High school diploma or a high school equivalency certificate,Quebec,By naturalization,65 to 80
65.6,Female,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
37.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By naturalization,35 to 50
80,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,65 to 80
49.2,Male,"University certificate, diploma or degree above the bach...",Alberta,By naturalization,35 to 50
57.5,Male,Trade certificate or diploma,New Brunswick,By birth,50 to 65
50.1,Female,Trade certificate or diploma,Nova Scotia,By birth,50 to 65
67.8,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
76.7,Male,"University certificate, diploma or degree above the bach...",British Columbia,By birth,65 to 80
57.3,Male,Less than high school diploma or its equivalent,Manitoba,By birth,50 to 65
78,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,65 to 80
61.6,Female,Trade certificate or diploma,Quebec,By birth,50 to 65
72.4,Female,Trade certificate or diploma,Ontario,By birth,65 to 80
37.8,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,35 to 50
80,Female,Less than high school diploma or its equivalent,Ontario,By naturalization,65 to 80
51.1,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
68.8,Male,University certificate or diploma below the bachelor's level,Quebec,By birth,65 to 80
67.2,Female,Trade certificate or diploma,New Brunswick,By birth,65 to 80
28.3,Female,University certificate or diploma below the bachelor's level,British Columbia,By birth,21 to 35
26.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,21 to 35
60.9,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,50 to 65
31.8,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
46.7,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
36.3,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
51.5,Male,"University certificate, diploma or degree above the bach...",New Brunswick,By birth,50 to 65
57.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
43.8,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,35 to 50
19.2,Male,High school diploma or a high school equivalency certificate,Alberta,By birth,20 or less
51.8,Female,Trade certificate or diploma,Quebec,By birth,50 to 65
48.6,Female,Less than high school diploma or its equivalent,Nova Scotia,By birth,35 to 50
55.4,Female,"University certificate, diploma or degree above the bach...",Prince Edward Island,By birth,50 to 65
63.7,Male,Trade certificate or diploma,Ontario,By birth,50 to 65
43.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,35 to 50
57.7,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,50 to 65
68,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,65 to 80
76.4,Male,University certificate or diploma below the bachelor's level,British Columbia,By birth,65 to 80
56.2,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,50 to 65
36.4,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,35 to 50
41.2,Male,High school diploma or a high school equivalency certificate,Quebec,By naturalization,35 to 50
68.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
28,Male,Trade certificate or diploma,Quebec,By birth,21 to 35
40.9,Male,"University certificate, diploma or degree above the bach...",Nova Scotia,By birth,35 to 50
64.2,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
51.8,Female,University certificate or diploma below the bachelor's level,Alberta,By naturalization,50 to 65
75.4,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,Saskatchewan,By birth,65 to 80
28.6,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,21 to 35
59.7,Female,University certificate or diploma below the bachelor's level,Prince Edward Island,By birth,50 to 65
51.7,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,50 to 65
80,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,Ontario,By naturalization,65 to 80
48.7,Female,University certificate or diploma below the bachelor's level,British Columbia,By naturalization,35 to 50
52,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,50 to 65
53.6,Male,High school diploma or a high school equivalency certificate,Newfoundland and Labrador,By birth,50 to 65
58.7,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
35.7,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,35 to 50
69.6,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,65 to 80
19.9,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,20 or less
57.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,50 to 65
59.2,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
80,Male,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
78.8,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,65 to 80
58.1,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
59.9,Female,"University certificate, diploma or degree above the bach...",Nova Scotia,By birth,50 to 65
57.9,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,50 to 65
18.5,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,20 or less
62.4,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
18.8,Male,Less than high school diploma or its equivalent,British Columbia,By birth,20 or less
53.6,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
80,Female,Trade certificate or diploma,Newfoundland and Labrador,By birth,65 to 80
65.8,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,65 to 80
54.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,50 to 65
41.3,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,35 to 50
42.7,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
38.6,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,35 to 50
43.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
75.8,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,65 to 80
37.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,35 to 50
67.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Prince Edward Island,By birth,65 to 80
63.6,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
24.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
74.3,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,65 to 80
66.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
67.7,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,65 to 80
60.8,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,50 to 65
43.1,Male,"University certificate, diploma or degree above the bach...",Saskatchewan,By birth,35 to 50
55,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
35.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
58.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
80,Female,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,65 to 80
52.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By birth,50 to 65
54.1,Male,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
74.2,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,65 to 80
22.8,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,21 to 35
45.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
31.8,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,21 to 35
40.8,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
64.4,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,50 to 65
48.5,Male,Trade certificate or diploma,Alberta,By birth,35 to 50
43.6,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
30.7,Male,Trade certificate or diploma,Quebec,By birth,21 to 35
36.9,Male,Trade certificate or diploma,New Brunswick,By birth,35 to 50
62.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,50 to 65
68.2,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,65 to 80
69.3,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,65 to 80
54.3,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
46.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,35 to 50
