sex,province,cps19_votechoice,age,agegroup,education
Female,Ontario,Conservative Party,70,65 to 80,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,49,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,67,65 to 80,"University certificate, diploma or degree above the bach..."
Female,Quebec,Conservative Party,53,50 to 65,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,40,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Conservative Party,47,35 to 50,High school diploma or a high school equivalency certificate
Male,New Brunswick,Liberal Party,57,50 to 65,Less than high school diploma or its equivalent
Male,Quebec,Conservative Party,67,65 to 80,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,67,65 to 80,"University certificate, diploma or degree above the bach..."
Female,Quebec,Liberal Party,38,35 to 50,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,New Brunswick,Conservative Party,70,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,76,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Nova Scotia,Liberal Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Manitoba,Liberal Party,62,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,40,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,55,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,42,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,40,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Liberal Party,59,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Newfoundland and Labrador,Conservative Party,70,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,73,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,34,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,54,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,65,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,46,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,45,35 to 50,"University certificate, diploma or degree above the bach..."
Male,Quebec,Conservative Party,48,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,34,21 to 35,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,73,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,55,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,50,35 to 50,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,54,50 to 65,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,51,50 to 65,"University certificate, diploma or degree above the bach..."
Female,Quebec,Liberal Party,58,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Conservative Party,75,65 to 80,"College, CEGEP or other non-university certificate or di..."
Male,Nova Scotia,Liberal Party,71,65 to 80,High school diploma or a high school equivalency certificate
Male,Quebec,Liberal Party,62,50 to 65,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,76,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Conservative Party,71,65 to 80,Trade certificate or diploma
Female,Quebec,Liberal Party,51,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,67,65 to 80,Trade certificate or diploma
Female,Quebec,Conservative Party,75,65 to 80,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,50,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,42,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,73,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Conservative Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Nova Scotia,Liberal Party,70,65 to 80,"University certificate, diploma or degree above the bach..."
Male,Quebec,Liberal Party,31,21 to 35,Trade certificate or diploma
Female,Nova Scotia,Liberal Party,46,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,72,65 to 80,Trade certificate or diploma
Male,Newfoundland and Labrador,Liberal Party,72,65 to 80,University certificate or diploma below the bachelor's level
Male,Quebec,Conservative Party,48,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Liberal Party,66,65 to 80,High school diploma or a high school equivalency certificate
Female,Quebec,Conservative Party,73,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,36,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,72,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Quebec,Liberal Party,61,50 to 65,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,57,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Conservative Party,70,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,63,50 to 65,Less than high school diploma or its equivalent
Male,Nova Scotia,Conservative Party,59,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,45,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Nova Scotia,Conservative Party,78,65 to 80,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,40,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,44,35 to 50,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,66,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,68,65 to 80,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,35,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Conservative Party,70,65 to 80,Trade certificate or diploma
Female,Quebec,Conservative Party,40,35 to 50,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,75,65 to 80,Less than high school diploma or its equivalent
Female,Quebec,Liberal Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,New Brunswick,Liberal Party,36,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,54,50 to 65,Less than high school diploma or its equivalent
Male,Quebec,Liberal Party,32,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,New Brunswick,Conservative Party,62,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,66,65 to 80,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,30,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Liberal Party,42,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,38,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Quebec,Liberal Party,31,21 to 35,University certificate or diploma below the bachelor's level
Female,New Brunswick,Liberal Party,33,21 to 35,"University certificate, diploma or degree above the bach..."
Male,Quebec,Liberal Party,76,65 to 80,Less than high school diploma or its equivalent
Male,Quebec,Conservative Party,36,35 to 50,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,57,50 to 65,University certificate or diploma below the bachelor's level
Female,Quebec,Liberal Party,72,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,63,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,42,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Nova Scotia,Liberal Party,72,65 to 80,University certificate or diploma below the bachelor's level
Male,Quebec,Conservative Party,50,35 to 50,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,76,65 to 80,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,35,21 to 35,Trade certificate or diploma
Female,Quebec,Conservative Party,64,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,55,50 to 65,High school diploma or a high school equivalency certificate
Male,Ontario,Liberal Party,57,50 to 65,Trade certificate or diploma
Male,Ontario,Conservative Party,55,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,44,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,49,35 to 50,"University certificate, diploma or degree above the bach..."
Male,Ontario,Conservative Party,61,50 to 65,University certificate or diploma below the bachelor's level
Female,Ontario,Liberal Party,72,65 to 80,High school diploma or a high school equivalency certificate
Female,Alberta,Conservative Party,34,21 to 35,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Conservative Party,54,50 to 65,High school diploma or a high school equivalency certificate
Female,Quebec,Liberal Party,41,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Conservative Party,52,50 to 65,High school diploma or a high school equivalency certificate
Male,Ontario,Conservative Party,39,35 to 50,Trade certificate or diploma
Male,Ontario,Conservative Party,75,65 to 80,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,60,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,59,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Conservative Party,55,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,37,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,57,50 to 65,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,56,50 to 65,University certificate or diploma below the bachelor's level
Male,Quebec,Conservative Party,66,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Quebec,Liberal Party,74,65 to 80,Less than high school diploma or its equivalent
Female,Ontario,Liberal Party,65,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Conservative Party,67,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Conservative Party,50,35 to 50,Less than high school diploma or its equivalent
Female,Newfoundland and Labrador,Conservative Party,55,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,45,35 to 50,"University certificate, diploma or degree above the bach..."
Male,Ontario,Conservative Party,68,65 to 80,University certificate or diploma below the bachelor's level
Female,Ontario,Conservative Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,36,35 to 50,High school diploma or a high school equivalency certificate
Female,Ontario,Liberal Party,76,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Newfoundland and Labrador,Conservative Party,53,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Conservative Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Quebec,Conservative Party,71,65 to 80,Less than high school diploma or its equivalent
Male,Ontario,Liberal Party,53,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,New Brunswick,Liberal Party,72,65 to 80,Trade certificate or diploma
Male,Ontario,Liberal Party,48,35 to 50,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,70,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,67,65 to 80,"College, CEGEP or other non-university certificate or di..."
Female,Nova Scotia,Liberal Party,65,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,62,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,70,65 to 80,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,74,65 to 80,Less than high school diploma or its equivalent
Male,Ontario,Liberal Party,72,65 to 80,Trade certificate or diploma
Female,Quebec,Liberal Party,46,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,40,35 to 50,"University certificate, diploma or degree above the bach..."
Female,Ontario,Liberal Party,60,50 to 65,University certificate or diploma below the bachelor's level
Male,Ontario,Liberal Party,64,50 to 65,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Male,Ontario,Liberal Party,41,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,51,50 to 65,"College, CEGEP or other non-university certificate or di..."
Male,Ontario,Liberal Party,61,50 to 65,Less than high school diploma or its equivalent
Female,Quebec,Conservative Party,75,65 to 80,High school diploma or a high school equivalency certificate
Female,Newfoundland and Labrador,Liberal Party,47,35 to 50,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)"
Female,Ontario,Liberal Party,49,35 to 50,"College, CEGEP or other non-university certificate or di..."
Female,Ontario,Liberal Party,74,65 to 80,University certificate or diploma below the bachelor's level
Female,Ontario,Conservative Party,52,50 to 65,High school diploma or a high school equivalency certificate
